,index,data_level,public_or_independent,district_number,district_name,school_number,school_name,sub_population,fsa_skill_code,grade,number_expected_writers,number_writers,score,year_start,year_end
164,269846,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333019.0,Bernard Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,34,32,392.8125,2017,2018
165,269852,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333024.0,Robertson Elementary,ALL STUDENTS,Numeracy,4,45,43,454.0698,2017,2018
166,269853,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333024.0,Robertson Elementary,FEMALE,Numeracy,4,23,23,449.3913,2017,2018
167,269854,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333024.0,Robertson Elementary,MALE,Numeracy,4,22,20,459.45,2017,2018
168,269855,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333024.0,Robertson Elementary,NON ABORIGINAL,Numeracy,4,36,34,450.8529,2017,2018
169,269856,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333024.0,Robertson Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,41,39,467.1026,2017,2018
170,269857,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333028.0,McCammon Traditional Elementary,ALL STUDENTS,Numeracy,4,58,49,420.5306,2017,2018
171,269858,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333028.0,McCammon Traditional Elementary,FEMALE,Numeracy,4,22,18,416.8889,2017,2018
172,269859,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333028.0,McCammon Traditional Elementary,MALE,Numeracy,4,36,31,422.6452,2017,2018
173,269860,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333028.0,McCammon Traditional Elementary,ABORIGINAL,Numeracy,4,18,15,369.6667,2017,2018
174,269861,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333028.0,McCammon Traditional Elementary,NON ABORIGINAL,Numeracy,4,40,34,442.9706,2017,2018
175,269862,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333028.0,McCammon Traditional Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,49,43,425.1628,2017,2018
176,269883,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333040.0,Promontory Heights Community Elementary,ALL STUDENTS,Numeracy,4,78,76,450.4868,2017,2018
177,269884,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333040.0,Promontory Heights Community Elementary,FEMALE,Numeracy,4,28,27,442.2593,2017,2018
178,269885,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333040.0,Promontory Heights Community Elementary,MALE,Numeracy,4,50,49,455.0204,2017,2018
179,269886,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333040.0,Promontory Heights Community Elementary,ABORIGINAL,Numeracy,4,11,10,442.4,2017,2018
180,269887,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333040.0,Promontory Heights Community Elementary,NON ABORIGINAL,Numeracy,4,67,66,451.7121,2017,2018
181,269888,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333040.0,Promontory Heights Community Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,78,76,450.4868,2017,2018
182,269901,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434005.0,ASIA - North Poplar,ALL STUDENTS,Numeracy,4,65,62,450.9032,2017,2018
183,269902,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434005.0,ASIA - North Poplar,FEMALE,Numeracy,4,37,37,443.1622,2017,2018
184,269903,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434005.0,ASIA - North Poplar,MALE,Numeracy,4,28,25,462.36,2017,2018
185,269904,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434005.0,ASIA - North Poplar,ABORIGINAL,Numeracy,4,12,11,435.5455,2017,2018
186,269905,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434005.0,ASIA - North Poplar,NON ABORIGINAL,Numeracy,4,53,51,454.2157,2017,2018
187,269906,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434005.0,ASIA - North Poplar,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,61,58,450.2414,2017,2018
188,269933,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434021.0,Alexander Elementary,ALL STUDENTS,Numeracy,4,32,31,480.9355,2017,2018
189,269934,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434021.0,Alexander Elementary,FEMALE,Numeracy,4,18,17,465.0,2017,2018
190,269935,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434021.0,Alexander Elementary,MALE,Numeracy,4,14,14,500.2857,2017,2018
191,269936,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434021.0,Alexander Elementary,ABORIGINAL,Numeracy,4,15,15,451.4667,2017,2018
192,269937,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434021.0,Alexander Elementary,NON ABORIGINAL,Numeracy,4,17,16,508.5625,2017,2018
193,269938,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434021.0,Alexander Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,29,29,483.1724,2017,2018
194,269949,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434028.0,Godson Elementary,ALL STUDENTS,Numeracy,4,57,50,446.92,2017,2018
195,269950,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434028.0,Godson Elementary,FEMALE,Numeracy,4,22,19,432.4737,2017,2018
196,269951,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434028.0,Godson Elementary,MALE,Numeracy,4,35,31,455.7742,2017,2018
197,269952,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434028.0,Godson Elementary,NON ABORIGINAL,Numeracy,4,49,44,445.5682,2017,2018
198,269953,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434028.0,Godson Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,18,16,457.625,2017,2018
199,269954,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434028.0,Godson Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,39,34,441.8824,2017,2018
200,269966,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434033.0,Margaret Stenersen Elementary,ALL STUDENTS,Numeracy,4,67,66,485.6212,2017,2018
201,269967,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434033.0,Margaret Stenersen Elementary,FEMALE,Numeracy,4,34,33,490.5152,2017,2018
202,269968,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434033.0,Margaret Stenersen Elementary,MALE,Numeracy,4,33,33,480.7273,2017,2018
203,269969,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434033.0,Margaret Stenersen Elementary,NON ABORIGINAL,Numeracy,4,60,59,482.1017,2017,2018
204,269970,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434033.0,Margaret Stenersen Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,63,62,491.8871,2017,2018
205,269976,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434036.0,Ten Broeck Elementary,ALL STUDENTS,Numeracy,4,58,45,416.6444,2017,2018
206,269977,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434036.0,Ten Broeck Elementary,FEMALE,Numeracy,4,26,20,410.05,2017,2018
207,269978,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434036.0,Ten Broeck Elementary,MALE,Numeracy,4,32,25,421.92,2017,2018
208,269979,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434036.0,Ten Broeck Elementary,NON ABORIGINAL,Numeracy,4,50,38,427.3684,2017,2018
209,269980,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434036.0,Ten Broeck Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,31,20,410.05,2017,2018
210,269981,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434036.0,Ten Broeck Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,27,25,421.92,2017,2018
211,270006,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434046.0,Terry Fox Elementary,ALL STUDENTS,Numeracy,4,45,35,422.5714,2017,2018
212,270007,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434046.0,Terry Fox Elementary,FEMALE,Numeracy,4,18,16,433.1875,2017,2018
213,270008,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434046.0,Terry Fox Elementary,MALE,Numeracy,4,27,19,413.6316,2017,2018
214,270009,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434046.0,Terry Fox Elementary,ABORIGINAL,Numeracy,4,14,13,429.6154,2017,2018
215,270010,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434046.0,Terry Fox Elementary,NON ABORIGINAL,Numeracy,4,31,22,418.4091,2017,2018
216,270011,SCHOOL LEVEL,BC Public School,34.0,Abbotsford,3434046.0,Terry Fox Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,36,30,429.2333,2017,2018
217,270107,SCHOOL LEVEL,BC Public School,35.0,Langley,3535032.0,Parkside Centennial Elementary,ALL STUDENTS,Numeracy,4,70,65,452.0154,2017,2018
218,270108,SCHOOL LEVEL,BC Public School,35.0,Langley,3535032.0,Parkside Centennial Elementary,FEMALE,Numeracy,4,35,32,442.5625,2017,2018
219,270109,SCHOOL LEVEL,BC Public School,35.0,Langley,3535032.0,Parkside Centennial Elementary,MALE,Numeracy,4,35,33,461.1818,2017,2018
220,270110,SCHOOL LEVEL,BC Public School,35.0,Langley,3535032.0,Parkside Centennial Elementary,ABORIGINAL,Numeracy,4,15,15,403.8667,2017,2018
221,270111,SCHOOL LEVEL,BC Public School,35.0,Langley,3535032.0,Parkside Centennial Elementary,NON ABORIGINAL,Numeracy,4,55,50,466.46,2017,2018
222,270112,SCHOOL LEVEL,BC Public School,35.0,Langley,3535032.0,Parkside Centennial Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,64,61,454.9016,2017,2018
223,270113,SCHOOL LEVEL,BC Public School,35.0,Langley,3535033.0,Blacklock Fine Arts Elementary,ALL STUDENTS,Numeracy,4,38,13,464.0,2017,2018
224,270114,SCHOOL LEVEL,BC Public School,35.0,Langley,3535033.0,Blacklock Fine Arts Elementary,FEMALE,Numeracy,4,18,9,447.6667,2017,2018
225,270115,SCHOOL LEVEL,BC Public School,35.0,Langley,3535033.0,Blacklock Fine Arts Elementary,MALE,Numeracy,4,20,4,500.75,2017,2018
226,270116,SCHOOL LEVEL,BC Public School,35.0,Langley,3535033.0,Blacklock Fine Arts Elementary,ABORIGINAL,Numeracy,4,13,5,441.6,2017,2018
227,270117,SCHOOL LEVEL,BC Public School,35.0,Langley,3535033.0,Blacklock Fine Arts Elementary,NON ABORIGINAL,Numeracy,4,25,8,478.0,2017,2018
228,270118,SCHOOL LEVEL,BC Public School,35.0,Langley,3535033.0,Blacklock Fine Arts Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,36,11,479.8182,2017,2018
229,270140,SCHOOL LEVEL,BC Public School,35.0,Langley,3535042.0,Shortreed Community School,ALL STUDENTS,Numeracy,4,50,41,442.4878,2017,2018
230,270141,SCHOOL LEVEL,BC Public School,35.0,Langley,3535042.0,Shortreed Community School,FEMALE,Numeracy,4,17,13,446.4615,2017,2018
231,270142,SCHOOL LEVEL,BC Public School,35.0,Langley,3535042.0,Shortreed Community School,MALE,Numeracy,4,33,28,440.6429,2017,2018
232,270143,SCHOOL LEVEL,BC Public School,35.0,Langley,3535042.0,Shortreed Community School,ABORIGINAL,Numeracy,4,11,9,462.3333,2017,2018
233,270144,SCHOOL LEVEL,BC Public School,35.0,Langley,3535042.0,Shortreed Community School,NON ABORIGINAL,Numeracy,4,39,32,436.9063,2017,2018
234,270145,SCHOOL LEVEL,BC Public School,35.0,Langley,3535042.0,Shortreed Community School,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,43,35,457.0857,2017,2018
235,270385,SCHOOL LEVEL,BC Public School,36.0,Surrey,3636061.0,Martha Currie Elementary,ALL STUDENTS,Numeracy,4,80,57,434.0526,2017,2018
236,270386,SCHOOL LEVEL,BC Public School,36.0,Surrey,3636061.0,Martha Currie Elementary,FEMALE,Numeracy,4,45,32,424.4375,2017,2018
237,270387,SCHOOL LEVEL,BC Public School,36.0,Surrey,3636061.0,Martha Currie Elementary,MALE,Numeracy,4,35,25,446.36,2017,2018
238,270388,SCHOOL LEVEL,BC Public School,36.0,Surrey,3636061.0,Martha Currie Elementary,NON ABORIGINAL,Numeracy,4,80,57,434.0526,2017,2018
239,270389,SCHOOL LEVEL,BC Public School,36.0,Surrey,3636061.0,Martha Currie Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,73,50,438.3,2017,2018
240,270390,SCHOOL LEVEL,BC Public School,36.0,Surrey,3636062.0,James Ardiel Elementary,ALL STUDENTS,Numeracy,4,52,23,407.1739,2017,2018
241,270391,SCHOOL LEVEL,BC Public School,36.0,Surrey,3636062.0,James Ardiel Elementary,FEMALE,Numeracy,4,26,12,403.1667,2017,2018
242,270392,SCHOOL LEVEL,BC Public School,36.0,Surrey,3636062.0,James Ardiel Elementary,MALE,Numeracy,4,26,11,411.5455,2017,2018
243,270393,SCHOOL LEVEL,BC Public School,36.0,Surrey,3636062.0,James Ardiel Elementary,NON ABORIGINAL,Numeracy,4,43,19,402.7895,2017,2018
244,270394,SCHOOL LEVEL,BC Public School,36.0,Surrey,3636062.0,James Ardiel Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,17,6,406.5,2017,2018
245,270395,SCHOOL LEVEL,BC Public School,36.0,Surrey,3636062.0,James Ardiel Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,35,17,407.4118,2017,2018
246,271509,SCHOOL LEVEL,BC Public School,40.0,New Westminster,4040001.0,Lord Kelvin Elementary,ALL STUDENTS,Numeracy,4,50,43,445.4186,2017,2018
247,271510,SCHOOL LEVEL,BC Public School,40.0,New Westminster,4040001.0,Lord Kelvin Elementary,FEMALE,Numeracy,4,24,22,431.0,2017,2018
248,271511,SCHOOL LEVEL,BC Public School,40.0,New Westminster,4040001.0,Lord Kelvin Elementary,MALE,Numeracy,4,26,21,460.5238,2017,2018
249,271512,SCHOOL LEVEL,BC Public School,40.0,New Westminster,4040001.0,Lord Kelvin Elementary,NON ABORIGINAL,Numeracy,4,45,40,447.65,2017,2018
250,271513,SCHOOL LEVEL,BC Public School,40.0,New Westminster,4040001.0,Lord Kelvin Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,32,28,454.0357,2017,2018
251,271514,SCHOOL LEVEL,BC Public School,40.0,New Westminster,4040001.0,Lord Kelvin Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,18,15,429.3333,2017,2018
252,272079,SCHOOL LEVEL,BC Public School,43.0,Coquitlam,4343055.0,Rochester Elementary,ALL STUDENTS,Numeracy,4,51,38,454.5789,2017,2018
253,272080,SCHOOL LEVEL,BC Public School,43.0,Coquitlam,4343055.0,Rochester Elementary,FEMALE,Numeracy,4,27,21,454.9048,2017,2018
254,272081,SCHOOL LEVEL,BC Public School,43.0,Coquitlam,4343055.0,Rochester Elementary,MALE,Numeracy,4,24,17,454.1765,2017,2018
255,272082,SCHOOL LEVEL,BC Public School,43.0,Coquitlam,4343055.0,Rochester Elementary,NON ABORIGINAL,Numeracy,4,48,36,457.8333,2017,2018
256,272083,SCHOOL LEVEL,BC Public School,43.0,Coquitlam,4343055.0,Rochester Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,46,36,464.25,2017,2018
257,272367,SCHOOL LEVEL,BC Public School,46.0,Sunshine Coast,4646022.0,Kinnikinnick Elementary,ALL STUDENTS,Numeracy,4,29,21,441.2381,2017,2018
258,272368,SCHOOL LEVEL,BC Public School,46.0,Sunshine Coast,4646022.0,Kinnikinnick Elementary,FEMALE,Numeracy,4,12,8,419.75,2017,2018
259,272369,SCHOOL LEVEL,BC Public School,46.0,Sunshine Coast,4646022.0,Kinnikinnick Elementary,MALE,Numeracy,4,17,13,454.4615,2017,2018
260,272370,SCHOOL LEVEL,BC Public School,46.0,Sunshine Coast,4646022.0,Kinnikinnick Elementary,ABORIGINAL,Numeracy,4,21,14,431.5714,2017,2018
261,272371,SCHOOL LEVEL,BC Public School,46.0,Sunshine Coast,4646022.0,Kinnikinnick Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,11,8,421.75,2017,2018
262,272372,SCHOOL LEVEL,BC Public School,46.0,Sunshine Coast,4646022.0,Kinnikinnick Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,18,13,453.2308,2017,2018
263,272373,SCHOOL LEVEL,BC Public School,47.0,Powell River,4747001.0,James Thomson Elementary,ALL STUDENTS,Numeracy,4,38,34,420.8529,2017,2018
264,272374,SCHOOL LEVEL,BC Public School,47.0,Powell River,4747001.0,James Thomson Elementary,FEMALE,Numeracy,4,18,17,429.5294,2017,2018
265,272375,SCHOOL LEVEL,BC Public School,47.0,Powell River,4747001.0,James Thomson Elementary,MALE,Numeracy,4,20,17,412.1765,2017,2018
266,272376,SCHOOL LEVEL,BC Public School,47.0,Powell River,4747001.0,James Thomson Elementary,NON ABORIGINAL,Numeracy,4,29,27,435.1111,2017,2018
267,272377,SCHOOL LEVEL,BC Public School,47.0,Powell River,4747001.0,James Thomson Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,38,34,420.8529,2017,2018
268,272428,SCHOOL LEVEL,BC Public School,48.0,Sea to Sky,4848024.0,Signal Hill Elementary,ALL STUDENTS,Numeracy,4,62,61,431.4918,2017,2018
269,272429,SCHOOL LEVEL,BC Public School,48.0,Sea to Sky,4848024.0,Signal Hill Elementary,FEMALE,Numeracy,4,32,31,438.6129,2017,2018
270,272430,SCHOOL LEVEL,BC Public School,48.0,Sea to Sky,4848024.0,Signal Hill Elementary,MALE,Numeracy,4,30,30,424.1333,2017,2018
271,272431,SCHOOL LEVEL,BC Public School,48.0,Sea to Sky,4848024.0,Signal Hill Elementary,ABORIGINAL,Numeracy,4,33,32,392.7813,2017,2018
272,272432,SCHOOL LEVEL,BC Public School,48.0,Sea to Sky,4848024.0,Signal Hill Elementary,NON ABORIGINAL,Numeracy,4,29,29,474.2069,2017,2018
273,272433,SCHOOL LEVEL,BC Public School,48.0,Sea to Sky,4848024.0,Signal Hill Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,19,19,357.1579,2017,2018
274,272434,SCHOOL LEVEL,BC Public School,48.0,Sea to Sky,4848024.0,Signal Hill Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,43,42,465.119,2017,2018
275,272454,SCHOOL LEVEL,BC Public School,51.0,Boundary,5112005.0,John A. Hutton Elementary,ALL STUDENTS,Numeracy,4,34,17,459.8824,2017,2018
276,272455,SCHOOL LEVEL,BC Public School,51.0,Boundary,5112005.0,John A. Hutton Elementary,FEMALE,Numeracy,4,13,7,467.0,2017,2018
277,272456,SCHOOL LEVEL,BC Public School,51.0,Boundary,5112005.0,John A. Hutton Elementary,MALE,Numeracy,4,21,10,454.9,2017,2018
278,272457,SCHOOL LEVEL,BC Public School,51.0,Boundary,5112005.0,John A. Hutton Elementary,ABORIGINAL,Numeracy,4,13,4,452.0,2017,2018
279,272458,SCHOOL LEVEL,BC Public School,51.0,Boundary,5112005.0,John A. Hutton Elementary,NON ABORIGINAL,Numeracy,4,21,13,462.3077,2017,2018
280,272459,SCHOOL LEVEL,BC Public School,51.0,Boundary,5112005.0,John A. Hutton Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,34,17,459.8824,2017,2018
281,272466,SCHOOL LEVEL,BC Public School,52.0,Prince Rupert,5252006.0,Roosevelt Park Elementary,ALL STUDENTS,Numeracy,4,37,34,434.2647,2017,2018
282,272467,SCHOOL LEVEL,BC Public School,52.0,Prince Rupert,5252006.0,Roosevelt Park Elementary,FEMALE,Numeracy,4,19,18,443.7778,2017,2018
283,272468,SCHOOL LEVEL,BC Public School,52.0,Prince Rupert,5252006.0,Roosevelt Park Elementary,MALE,Numeracy,4,18,16,423.5625,2017,2018
284,272469,SCHOOL LEVEL,BC Public School,52.0,Prince Rupert,5252006.0,Roosevelt Park Elementary,ABORIGINAL,Numeracy,4,24,21,393.619,2017,2018
285,272470,SCHOOL LEVEL,BC Public School,52.0,Prince Rupert,5252006.0,Roosevelt Park Elementary,NON ABORIGINAL,Numeracy,4,13,13,499.9231,2017,2018
286,272471,SCHOOL LEVEL,BC Public School,52.0,Prince Rupert,5252006.0,Roosevelt Park Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,30,29,446.0,2017,2018
287,272478,SCHOOL LEVEL,BC Public School,52.0,Prince Rupert,5252019.0,Lax Kxeen Elementary,ALL STUDENTS,Numeracy,4,28,26,470.7692,2017,2018
288,272479,SCHOOL LEVEL,BC Public School,52.0,Prince Rupert,5252019.0,Lax Kxeen Elementary,FEMALE,Numeracy,4,21,20,474.1,2017,2018
289,272480,SCHOOL LEVEL,BC Public School,52.0,Prince Rupert,5252019.0,Lax Kxeen Elementary,ABORIGINAL,Numeracy,4,16,14,463.5714,2017,2018
290,272481,SCHOOL LEVEL,BC Public School,52.0,Prince Rupert,5252019.0,Lax Kxeen Elementary,NON ABORIGINAL,Numeracy,4,12,12,479.1667,2017,2018
291,272482,SCHOOL LEVEL,BC Public School,52.0,Prince Rupert,5252019.0,Lax Kxeen Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,24,23,476.9565,2017,2018
292,272502,SCHOOL LEVEL,BC Public School,53.0,Okanagan Similkameen,5316003.0,Cawston Primary School,ALL STUDENTS,Numeracy,4,35,33,451.5152,2017,2018
293,272503,SCHOOL LEVEL,BC Public School,53.0,Okanagan Similkameen,5316003.0,Cawston Primary School,FEMALE,Numeracy,4,13,13,429.0769,2017,2018
294,272504,SCHOOL LEVEL,BC Public School,53.0,Okanagan Similkameen,5316003.0,Cawston Primary School,MALE,Numeracy,4,22,20,466.1,2017,2018
295,272505,SCHOOL LEVEL,BC Public School,53.0,Okanagan Similkameen,5316003.0,Cawston Primary School,ABORIGINAL,Numeracy,4,12,11,441.3636,2017,2018
296,272506,SCHOOL LEVEL,BC Public School,53.0,Okanagan Similkameen,5316003.0,Cawston Primary School,NON ABORIGINAL,Numeracy,4,23,22,456.5909,2017,2018
297,272507,SCHOOL LEVEL,BC Public School,53.0,Okanagan Similkameen,5316003.0,Cawston Primary School,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,29,28,452.2143,2017,2018
298,272520,SCHOOL LEVEL,BC Public School,54.0,Bulkley Valley,5454010.0,Walnut Park Elementary,ALL STUDENTS,Numeracy,4,42,42,489.8333,2017,2018
299,272521,SCHOOL LEVEL,BC Public School,54.0,Bulkley Valley,5454010.0,Walnut Park Elementary,FEMALE,Numeracy,4,19,19,507.4211,2017,2018
300,272522,SCHOOL LEVEL,BC Public School,54.0,Bulkley Valley,5454010.0,Walnut Park Elementary,MALE,Numeracy,4,23,23,475.3043,2017,2018
301,272523,SCHOOL LEVEL,BC Public School,54.0,Bulkley Valley,5454010.0,Walnut Park Elementary,ABORIGINAL,Numeracy,4,12,12,415.3333,2017,2018
302,272524,SCHOOL LEVEL,BC Public School,54.0,Bulkley Valley,5454010.0,Walnut Park Elementary,NON ABORIGINAL,Numeracy,4,30,30,519.6333,2017,2018
303,272525,SCHOOL LEVEL,BC Public School,54.0,Bulkley Valley,5454010.0,Walnut Park Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,42,42,489.8333,2017,2018
304,272544,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757024.0,Harwin Elementary,ALL STUDENTS,Numeracy,4,43,42,410.8333,2017,2018
305,272545,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757024.0,Harwin Elementary,FEMALE,Numeracy,4,16,16,412.0,2017,2018
306,272546,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757024.0,Harwin Elementary,MALE,Numeracy,4,27,26,410.1154,2017,2018
307,272547,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757024.0,Harwin Elementary,ABORIGINAL,Numeracy,4,26,25,402.72,2017,2018
308,272548,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757024.0,Harwin Elementary,NON ABORIGINAL,Numeracy,4,17,17,422.7647,2017,2018
309,272549,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757024.0,Harwin Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,27,26,396.1538,2017,2018
310,272550,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757024.0,Harwin Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,16,16,434.6875,2017,2018
311,272551,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757040.0,Peden Hill Elementary,ALL STUDENTS,Numeracy,4,27,25,432.52,2017,2018
312,272552,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757040.0,Peden Hill Elementary,FEMALE,Numeracy,4,12,12,402.0833,2017,2018
313,272553,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757040.0,Peden Hill Elementary,MALE,Numeracy,4,15,13,460.6154,2017,2018
314,272554,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757040.0,Peden Hill Elementary,NON ABORIGINAL,Numeracy,4,18,17,439.2941,2017,2018
315,272555,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757040.0,Peden Hill Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,18,16,400.8125,2017,2018
316,272564,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757051.0,Quinson Elementary,ALL STUDENTS,Numeracy,4,33,32,371.875,2017,2018
317,272565,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757051.0,Quinson Elementary,FEMALE,Numeracy,4,15,15,365.3333,2017,2018
318,272566,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757051.0,Quinson Elementary,MALE,Numeracy,4,18,17,377.6471,2017,2018
